학수번호,교과목이름,학점,이수구분,학년,학기,설강학과,교과목개요,교육과정학과코드
MEE1010,기계공학개론,3,전공기초,1,1,기계공학과,"본 과목에서는 앞으로 4년 동안 배우게 될 기계공학 전공지식의 가장 기본적이고도 중요한 이슈들을 세미나 형태로 학습한다. 기계공학과는 하나의 전공 내에서도 굉장히 다양한 세부전공이 존재하며 (자동설계, 재료설계 및 신뢰성, 지능설계, 신소재 및 혁신설계, 터보기계, 열전달, 엔진 및 광계측, 유체공학, 전산응용설계 및 유체공학, 에너지 및 환경공학, 가상역학, 마이크로기전시스템, 나노입자 제어, 정밀계측, 진동, 나노지능형 가공, 하이브리드 소재성형), 따라서 학부생들은 대학생활에서 자기주도적으로 본인의 흥미와 적성에 맞는 전공교과목을 취사 선택할 필요가 있다. 본 과목은 신입학한 기계공학과 대학생들을 대상으로 이러한 기계공학 전공이 어떠한 내용들을 다루는지 폭넓게 이해할 수 있는 기회를 제공하고자 한다.",
GEN0063,일반물리학1,3,전공기초,1,1,산업경영공학과,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",304
GEN0063,일반물리학1,3,전공기초,1,1,산업경영공학과,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",207
GEN0063,일반물리학1,3,전공기초,1,1,산업경영공학과,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",204
GEN0063,일반물리학1,3,전공기초,1,1,산업경영공학과,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",303
GEN2052,미분적분학1,3,전공기초,1,1,산업경영공학과,"자연과학과 공학의 기초가 되는 1변수 함수의 미분과 적분에 대하여 공부한다.
함수의 극한과 연속, 미분과 적분의 기초개념을 이해하고 여러 함수의 미분법과 적분법에 대하여 공부한다. 평면곡선을 표현하는 여러 가지 방법을 이해하기 위하여 극좌표, 매개변수 방정식과 그 미분 적분법을 공부한다. 마지막으로 무한급수와 테일러급수 등을 학습함으로써 기존의 기본함수로는 해결할 수 없는 여러 가지 문제의 해결법을 제시한다.",304
GEN2052,미분적분학1,3,전공기초,1,1,산업경영공학과,"자연과학과 공학의 기초가 되는 1변수 함수의 미분과 적분에 대하여 공부한다.
함수의 극한과 연속, 미분과 적분의 기초개념을 이해하고 여러 함수의 미분법과 적분법에 대하여 공부한다. 평면곡선을 표현하는 여러 가지 방법을 이해하기 위하여 극좌표, 매개변수 방정식과 그 미분 적분법을 공부한다. 마지막으로 무한급수와 테일러급수 등을 학습함으로써 기존의 기본함수로는 해결할 수 없는 여러 가지 문제의 해결법을 제시한다.",207
GEN2052,미분적분학1,3,전공기초,1,1,산업경영공학과,"자연과학과 공학의 기초가 되는 1변수 함수의 미분과 적분에 대하여 공부한다.
함수의 극한과 연속, 미분과 적분의 기초개념을 이해하고 여러 함수의 미분법과 적분법에 대하여 공부한다. 평면곡선을 표현하는 여러 가지 방법을 이해하기 위하여 극좌표, 매개변수 방정식과 그 미분 적분법을 공부한다. 마지막으로 무한급수와 테일러급수 등을 학습함으로써 기존의 기본함수로는 해결할 수 없는 여러 가지 문제의 해결법을 제시한다.",204
GEN2052,미분적분학1,3,전공기초,1,1,산업경영공학과,"자연과학과 공학의 기초가 되는 1변수 함수의 미분과 적분에 대하여 공부한다.
함수의 극한과 연속, 미분과 적분의 기초개념을 이해하고 여러 함수의 미분법과 적분법에 대하여 공부한다. 평면곡선을 표현하는 여러 가지 방법을 이해하기 위하여 극좌표, 매개변수 방정식과 그 미분 적분법을 공부한다. 마지막으로 무한급수와 테일러급수 등을 학습함으로써 기존의 기본함수로는 해결할 수 없는 여러 가지 문제의 해결법을 제시한다.",303
INE1014,산업경영공학개론,3,전공기초,1,1,산업경영공학과,"산업공학의 개념, 학문적 배경, 목표 등을 이해하고 산업공학 전공에서 익히게 될 각종 기법들에 대한 개괄적 소개를 하여 산업공학에 대한 이해를 넓힌다. ",207
ARE1002,건축제도,3,전공기초,1,1,건축학전공,본 수업은 건축 설계 과정에 있어서 기초가 되는 도면표현에 관한 전반적인 지식의 함양을 목표로 둔다. 건축제도를 위한 이론 강의와 설계 실습 및 주별 연습과제로 이루어진다.,
ARE1007,건축개론,3,전공기초,1,1,건축학전공,"건축학 개론은 2개 그룹으로 반을 나누어 중간시험을 전후로 하여 건축학, 건축공학을 각각 8주씩 강의합니다. 학생들이 건축학과 건축공학을 모두 배울 수 있도록 합니다. 
건축학은 건축의 가장 기본적인 요소인 기능, 구축, 형태, 공간, 도시에 대하여 주별로 설명하고 이를 직접 표현해 봄으로 건축에 대한 기본적인 지식을 배웁니다.  
건축공학과의 전문과목 담당교수들이 건축의 여러분야에 관한 강의와 상호 연관성을 윤강으로 학생들에게 건축에 관한 이해를 할 수 있도록 이끈다. 
",
ARE1002,건축제도,3,전공기초,1,1,건축공학전공,본 수업은 건축 설계 과정에 있어서 기초가 되는 도면표현에 관한 전반적인 지식의 함양을 목표로 둔다. 건축제도를 위한 이론 강의와 설계 실습 및 주별 연습과제로 이루어진다.,
ARE1007,건축개론,3,전공기초,1,1,건축공학전공,"건축학 개론은 2개 그룹으로 반을 나누어 중간시험을 전후로 하여 건축학, 건축공학을 각각 8주씩 강의합니다. 학생들이 건축학과 건축공학을 모두 배울 수 있도록 합니다. 
건축학은 건축의 가장 기본적인 요소인 기능, 구축, 형태, 공간, 도시에 대하여 주별로 설명하고 이를 직접 표현해 봄으로 건축에 대한 기본적인 지식을 배웁니다.  
건축공학과의 전문과목 담당교수들이 건축의 여러분야에 관한 강의와 상호 연관성을 윤강으로 학생들에게 건축에 관한 이해를 할 수 있도록 이끈다. 
",
GEN0063,일반물리학1,3,전공기초,1,1,건축공학전공,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",304
GEN0063,일반물리학1,3,전공기초,1,1,건축공학전공,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",207
GEN0063,일반물리학1,3,전공기초,1,1,건축공학전공,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",204
GEN0063,일반물리학1,3,전공기초,1,1,건축공학전공,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",303
GEN2052,미분적분학1,3,전공기초,1,1,건축공학전공,"자연과학과 공학의 기초가 되는 1변수 함수의 미분과 적분에 대하여 공부한다.
함수의 극한과 연속, 미분과 적분의 기초개념을 이해하고 여러 함수의 미분법과 적분법에 대하여 공부한다. 평면곡선을 표현하는 여러 가지 방법을 이해하기 위하여 극좌표, 매개변수 방정식과 그 미분 적분법을 공부한다. 마지막으로 무한급수와 테일러급수 등을 학습함으로써 기존의 기본함수로는 해결할 수 없는 여러 가지 문제의 해결법을 제시한다.",304
GEN2052,미분적분학1,3,전공기초,1,1,건축공학전공,"자연과학과 공학의 기초가 되는 1변수 함수의 미분과 적분에 대하여 공부한다.
함수의 극한과 연속, 미분과 적분의 기초개념을 이해하고 여러 함수의 미분법과 적분법에 대하여 공부한다. 평면곡선을 표현하는 여러 가지 방법을 이해하기 위하여 극좌표, 매개변수 방정식과 그 미분 적분법을 공부한다. 마지막으로 무한급수와 테일러급수 등을 학습함으로써 기존의 기본함수로는 해결할 수 없는 여러 가지 문제의 해결법을 제시한다.",207
GEN2052,미분적분학1,3,전공기초,1,1,건축공학전공,"자연과학과 공학의 기초가 되는 1변수 함수의 미분과 적분에 대하여 공부한다.
함수의 극한과 연속, 미분과 적분의 기초개념을 이해하고 여러 함수의 미분법과 적분법에 대하여 공부한다. 평면곡선을 표현하는 여러 가지 방법을 이해하기 위하여 극좌표, 매개변수 방정식과 그 미분 적분법을 공부한다. 마지막으로 무한급수와 테일러급수 등을 학습함으로써 기존의 기본함수로는 해결할 수 없는 여러 가지 문제의 해결법을 제시한다.",204
GEN2052,미분적분학1,3,전공기초,1,1,건축공학전공,"자연과학과 공학의 기초가 되는 1변수 함수의 미분과 적분에 대하여 공부한다.
함수의 극한과 연속, 미분과 적분의 기초개념을 이해하고 여러 함수의 미분법과 적분법에 대하여 공부한다. 평면곡선을 표현하는 여러 가지 방법을 이해하기 위하여 극좌표, 매개변수 방정식과 그 미분 적분법을 공부한다. 마지막으로 무한급수와 테일러급수 등을 학습함으로써 기존의 기본함수로는 해결할 수 없는 여러 가지 문제의 해결법을 제시한다.",303
DCC1010,문화콘텐츠의기초,3,전공기초,1,1,문화콘텐츠학과,"본 강좌는 문화콘텐츠 전반에 대한 기초를 이해하기 위한 것이다. 문화콘텐츠와 콘텐츠산업의 개관과 각 갈래별 특성 및 전망을 살펴보고, 기획-제작-마케팅 등 각 분야의 전문가를 양성하기 위한 기초 지식을 학습할 뿐만 아니라, IC-PBL 참여를 통해 실행적 능력을 극대화할 수 있는 다양한 방안을 탐색한다. 따라서 문화콘텐츠 전공자들에게서는 필수적인 기초 과정이며, 여타 미래지향적인 학제간 융합연구를 꿈꾸거나, 해당 분야의 전문 역량을 극대화하기 위한 과정이다.",
DCC1011,문화콘텐츠스토리텔링개론,3,전공기초,1,1,문화콘텐츠학과,"▪본 강좌는 문화콘텐츠에 대한 기초적인 이해와 스토리텔링에 대한 기초적인 이해를 쌓고, 이를 기반으로 이야기 내용과 구현 방식 그리고 향유 및 소통의 양상을 총체적으로 파악하려 함. 본 강의에서는 성공적인 스토리텔링을 구사한 텍스트를 중심으로 찾아 literacy함으로써 이야기 구현 방식, 향유 및 소통의 활성화 방안, 플랫폼, 장르, 구현 언어 등을 중심으로 스토리텔링에 대한 전반적인 이해는 물론 선행 콘텐츠 분석을 통한 성공 전략 학습 및 팬덤(fandom) 및 트랜스미디어 월드(Transmedia world) 구축 등을 실천적으로 학습하기 위한 것임.
▪현재 스토리텔링은 문화콘텐츠 뿐만 아니라 커뮤니케이션, 경영, 장소 마케팅, 강연, 교육, 홍보 등의 여러 분야에서 다양하게 활용되고 있다는 점에 주목하여, 그 각 사례들을 찾고 적용 가능성 및 전략을 탐구할 것임.
▪문화콘텐츠학과 2학년에 개설된 ˂문화콘텐츠 스토리텔링 분석˃은 우리대학에서 최초로 개설하여 스토리텔링 리터러시를 중심으로 구체적인 스토리텔링 구현 방안에 이르는 차별화된 강좌로서 문화콘텐츠 전공자는 물론 여타 전공자들에게도 스토리텔링을 이해하는 필수 과목임. 다만 스토리텔링의 기초적인 이해가 없으면 강의를 따라가기 쉽지 않다는 점에서 기초 과목에 대한 수요가 오래도록 요구되어온 바 있음. 더구나 문화콘텐츠를 막 공부하려는 신입생들에게 스토리텔링을 통해 흥미롭게 문화콘텐츠에 접근해야 한다는 학과의 요구에 능동적으로 부응하는 강좌임.
▪스토리텔링은 단지 서사학(Narratology)의 확장이 아니라 새로운 형질의 분야로서 콘텐츠 기획(planning), 콘텐츠 비즈니스 등과 밀접하게 상관되어 있으며, 이를 기반으로 원 소스 멀티 유즈(one Source Multi Use)를 활성화시키거나 트랜스미디어 스토리텔링(transmedia storytelling)을 지속적으로 구축해나가는 전략적 차원의 접근을 요구함. 본 강좌에서는 이러한 다양한 요구를 수렴함으로써 새로운 형질의 스토리텔링을 이해하고 적용 방안을 고민할 수 있음.",
DCC2001,창의적발상법,3,전공기초,1,1,문화콘텐츠학과,"“생각을 바꾸면 창의성이 보인다”
우리는 줄곧 창의력은 하늘에서 뚝 떨어지거나 생각이 독특한 사람만의 소유물로 착각한 채, 스스로를 창의력과 무관한 사람이라 단정 짓곤 한다. 
하지만 우리는 모두 창의력 유전자를 내재한 채 이 세상에 태어났다. 
각 분야에서 창의적 인물로 대표되는 피카소, 아인슈타인, 스티브 잡스 등에게는 공통적으로 발견되는 사고 패턴이 있다. 
천재들의 창의적 발상법을 통해, 우리에게 내재되어 있는 창의력 유전자를 깨우고, 무엇이든 새롭게 발견하는 경험의 기쁨을 만끽한다. ",
DCC2019,프리젠테이션기술과피칭전략,3,전공핵심,1,1,문화콘텐츠학과,"발표와 면접 사업계획을 위한 피칭등 프레젠테이션은 사회 생활에서 중요한 부분이 되었다. 본 교과는 실용교과로써 프레젠테이션의 개론과 효과적인 프레젠테이션을 위한 전략 수립, 프레젠터가 되기 위해 갖추어야 할 소양을 이론적으로 배우고 실습함으로 프레젠테이션을 하는 다양한 상황에 응용할 수 있도록 하는데 목적이 있다. 프레젠테이션 기술을 습득하여 피칭 전략을 수립할 수 있도록 기본적인 개념설명과 실전 기술을 프레젠테이션을 준비하는 과정별로 익힌다. 스스로 피칭과 관련된 주제를 기획하고 피치덱을 PPT로 디자인하여 완성하며 설득력 있는 발표와 질의 응답하는 과정을 통해 실전에서 활용할 수 있도록 한다. ",
ANT1015,고고학의세계,3,전공기초,1,1,문화인류학과,"과거 사람들이 남긴 유적과 유물을 발굴하고 분석하여 옛날 사람들의 문화를 복원하고 설명하는 학문이 고고학이다. 고고학의 개념과 방법론, 발굴의 기초지식, 인류의 기원부터 현대에 이르는 고고학의 다양한 분야, 세계 고고학과 한국의 고고학 연구 성과 등을 개괄적으로 강의하는 과목이다. 과거 인간의 물질문화의 이해를 목표로 하는 본 강좌는 고고학전공의 가장 기초적인 지식이 제시되는 필수과목이다.
",
ANT1057,인류학에의초대,3,전공기초,1,1,문화인류학과,"이 수업은 인류학에 대한 기초적 이해를 위해 마련되었다. 과거, 헌재, 미래의 시간 축을 따라 인류의 다양한 적응방식을 살펴보고, 지금까지 당연하게 여겨운 자문화 중심주의적 상식과 고정관념을 넘어 문화를 상대적으로 자리매김하도록 한다. 이를 통해 현대 인류사회의 주요 문제들을 해석하고 극복방안과 전망을 모색할 수 있는 지적 역량을 키운다. 
수업은 일방적인 강의를 피하고 학생들의 주체적인 탐구와 발언, 토론을 통해 능동적인 자기 생각을 전개하는 방향으로 진행된다. ",
ECO1001,경제학입문,3,전공핵심,1,1,경제학부,"以中国留学生为对象，将经济学相关基础概念混用汉语及韩国语授课。

- 经济学入门内容中必须理解的概念用汉语进行说明，并具备用韩语进行收听和表达的能力。",
GEN0044,경영학원론,3,전공기초,1,1,경제학부,"경영학원론은 경영학의 세부 분과 학문을 본격적으로 공부하기에 앞서 원론적인 입장에서 기업경영과 환경을 이해하고, 기업운영의 원칙을 개략적으로 학습하는데 목적이 있음. 
     
본 강의에서는 경영에 대한 특성을 이론과 실천의 양면에서 파악할 수 있도록 강의를 진행한다. 특히 학생들이 실제 기업을 이해하는데 강의의 초점을 둠.
",
GEN0059,경제원론1,3,전공기초,1,1,경제학부,"경제원론 중 미시경제 부분으로서 시장기구를 통해 부족한 자원을 효율적으로 배분하는 방법에 대해 학습한다. 경제주체인 개인, 기업, 정부의 의사결정 과정과 이들의 의사결정이 가격, 시장, 자원배분에 미치는 영향을 살펴본다. 세부적으로는 경제학의 기본적인 개념인 수요와 공급, 탄력성, 시장의 효율성, 외부효과, 기업의 행동, 시장 구조, 생산요소시장, 소비자선택이론을 다룬다.",
BUS1005,경영통계분석1,3,전공기초,1,1,경영학부,"기본적인 통계학 이론을 학습하고, 이를 기반으로 통계적 추론(가설검정과 추정)에 대해 이해한다. 그리고 실제 자료에 대한 분석 결과(SPSS 분석 결과물)를 해석할 수 있는 능력을 키운다.",
GEN0044,경영학원론,3,전공기초,1,1,경영학부,"경영학원론은 경영학의 세부 분과 학문을 본격적으로 공부하기에 앞서 원론적인 입장에서 기업경영과 환경을 이해하고, 기업운영의 원칙을 개략적으로 학습하는데 목적이 있음. 
     
본 강의에서는 경영에 대한 특성을 이론과 실천의 양면에서 파악할 수 있도록 강의를 진행한다. 특히 학생들이 실제 기업을 이해하는데 강의의 초점을 둠.
",
GEN0059,경제원론1,3,전공기초,1,1,경영학부,"경제원론 중 미시경제 부분으로서 시장기구를 통해 부족한 자원을 효율적으로 배분하는 방법에 대해 학습한다. 경제주체인 개인, 기업, 정부의 의사결정 과정과 이들의 의사결정이 가격, 시장, 자원배분에 미치는 영향을 살펴본다. 세부적으로는 경제학의 기본적인 개념인 수요와 공급, 탄력성, 시장의 효율성, 외부효과, 기업의 행동, 시장 구조, 생산요소시장, 소비자선택이론을 다룬다.",
ACT1001,금융보험수학1,3,전공기초,1,1,보험계리학과,"금융보험수학1

본 강좌에서는 옵션가격이론, 이토적분, 확률미분방정식, 블랙-슐즈방정식 등을 공부하기위하여 금융수학의 기초를 다룬다. 함수의 극한, 미분법 및 도함수 응용, 극방정식, 매개방정식, 부정적분 및 정적분, 무한급수, 테일러급수 등을 학습한다.",
GEN0059,경제원론1,3,전공핵심,1,1,보험계리학과,"경제원론 중 미시경제 부분으로서 시장기구를 통해 부족한 자원을 효율적으로 배분하는 방법에 대해 학습한다. 경제주체인 개인, 기업, 정부의 의사결정 과정과 이들의 의사결정이 가격, 시장, 자원배분에 미치는 영향을 살펴본다. 세부적으로는 경제학의 기본적인 개념인 수요와 공급, 탄력성, 시장의 효율성, 외부효과, 기업의 행동, 시장 구조, 생산요소시장, 소비자선택이론을 다룬다.",
GEN0063,일반물리학1,3,전공기초,1,1,로봇공학과,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",304
GEN0063,일반물리학1,3,전공기초,1,1,로봇공학과,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",207
GEN0063,일반물리학1,3,전공기초,1,1,로봇공학과,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",204
GEN0063,일반물리학1,3,전공기초,1,1,로봇공학과,"- 본 수업은 물리가 쉽다는 생각을 갖을 수 있도록 줄거리 및 주제 파악을 할 수 있게 만드는 수업이다.
- 개념 파악 및 수학을 이용한 물리적 의미를 알고자 하는 수업이다.
- 반복적인 개념을 이용하여 어렵지만 쉽게 이해할 수 있도록 한다.
- 공부하지 않는 학생의 학점은 절대 보장할 수 없다.
- 교수님과 즐겁게 대화할 수 있는 수업이다",303
GEN0066,일반물리학실험1,3,전공기초,1,1,로봇공학과,"물리학은 다양한 자연 현상을 과학적으로 탐구하고 이해하고자 하는 학문이다. 이를 위해 많은 관찰과 실험은 필수적이며 획득한 여러 실험 결과는 반드시 이론적인 체계와 비교, 설명되어야 하고 이 두 가지가 성공적으로 이루어질때 비로서 그 결과와 해석은 물리학의 지식 체계로서 인정받게 된다. 본 수업은 이러한 과정을 간단하게 따라가 보는 것으로 기초적인 실험을 통해 얻은 결과들을 일반 물리학 수업 시간 때 배웠던 내용과 비교해 봄으로써 그 주제에 대한 이해를 높이고, 더 나아가 학생들이 실험적 문제 해결 방법에 익숙해 지는데 도움을 주고자 한다.  
The major aim of this class is to perform basic physics experiments, compare experimental results to the thoeries and understand the fundamental physics behind them.  
The fields to be covered in this class are linear and rotational motions, energy and momentum. There will be a quiz cession before starting each week's experiment and pre/post-experiment reports are required to be submitted to teaching assistants. 
",204
